EVTDESC94122_NEWS_MEDIUM;Friedrich von Junzt the author of the controversial book 'Nameless Cults' has been found dead in Dusseldorf. His corpse was found in a locked and bolted room, with the marks of taloned fingers on his throat.;;;;;;;;;;;;;x;;;;
EVTDESC94122_NEWS_SHORT;Friedrich von Junzt the author of the supressed book 'Nameless Cults' has been found dead in Dusseldorf.;;;;;;;;;;;;;x;;;;
EVTNAME94123;A Disturbing Play in Paris;;;;;;;;;;;;;x;;;;
EVTDESC94123;A newly released play is causing scandal in Paris. Going by the name 'The King in Yellow' its nhilistic outlook is finding ground amongst the intelligentsa. One critic declared '...human nature can not bear the strain, ...in which the essence of purest poison lurked.';;;;;;;;;;;;;x;;;;
EVTDESC94123_NEWS_LONG;A newly released play is causing scandal in Paris. Going by the name 'The King in Yellow' and featuring a series of strange events in the mythic country of Carcosa. Its nhilistic outlook is finding ground amongst the intelligentsa of $COUNTRY$. One critic declared '...human nature can not bear the strain, ...in which the essence of purest poison lurked.';;;;;;;;;;;;;x;;;;
EVTDESC94123_NEWS_MEDIUM;A newly released play is causing scandal in Paris. Going by the name 'The King in Yellow' its nhilistic outlook is finding ground amongst the intelligentsa.;;;;;;;;;;;;;x;;;;
EVTDESC94123_NEWS_SHORT;A newly released play is causing scandal in Paris. Going by the name 'The King in Yellow' its nhilistic outlook is finding ground amongst the intelligentsa.;;;;;;;;;;;;;x;;;;
EVTOPT94123A;What harm can a play do?.;;;;;;;;;;;;;x;;;;
EVTOPT94123B;Such performances must be supressed!.;;;;;;;;;;;;;x;;;;
EVTNAME94124;The 'King in Yellow' Spreads;;;;;;;;;;;;;x;;;;
EVTDESC94124;A play that caused scandal in Paris is now in production in this country. Going by the name 'The King in Yellow' its nhilistic outlook is finding ground amongst the local intelligentsa.;;;;;;;;;;;;;x;;;;
EVTOPT94124A;What harm can a play do?.;;;;;;;;;;;;;x;;;;
EVTOPT94124B;Such performances must be supressed!.;;;;;;;;;;;;;x;;;;
EVTNAME94125;The Lethal Chamber Opens;;;;;;;;;;;;;x;;;;
EVTDESC94125;Life has become too much for many, The government of $COUNTRY$ has decided to make things as humane as possible and have opened, with much fanfare, the first walk-in suicide chamber. Located in a garden in New York it is proving to be popular with the increasingly dispondent locals.;;;;;;;;;;;;;x;;;;
EVTOPT94125A;What the people wants?.;;;;;;;;;;;;;x;;;;
EVTNAME94126;The Repairer of Reputations;;;;;;;;;;;;;x;;;;
EVTDESC94126;A man by the name of Wilde, who claims he can both repair and destroy reputations, has contacted the government. He is insisting on a meeting to discuss the 'Imperial Throne'!?.;;;;;;;;;;;;;x;;;;
EVTOPT94126A;I do not meet just anyone!;;;;;;;;;;;;;x;;;;
EVTOPT94126B;If there are advantages for myself...;;;;;;;;;;;;;x;;;;
EVTNAME94127;A Decision Must be Made;;;;;;;;;;;;;x;;;;
EVTDESC94127;The stranger, Mr Wilde, (who appears to have artificial ears!) is insisting that the country converts to a dictatorship and place some mad man called Castaigne on the 'Imperial Throne'. He says it is the new natural order of things and if he is refused chaos will reign regardlessly.;;;;;;;;;;;;;x;;;;
EVTOPT94127A;This is madness!;;;;;;;;;;;;;x;;;;
EVTOPT94127B;Time for a change...;;;;;;;;;;;;;x;;;;
EVTNAME94128;A Grand Coronation;;;;;;;;;;;;;x;;;;
EVTDESC94128;A new era had dawned! Hail the new Emperor of 'Imperial America'.\n\nHail Emperor Castaigne! Wearer of the Yellow Crown of Hastur.\n\nAmerica is great again!;;;;;;;;;;;;;x;;;;
EVTOPT94128A;Hail the Emperor!;;;;;;;;;;;;;x;;;;
EVTNAME94130;A Free New England!;;;;;;;;;;;;;x;;;;
EVTDESC94130;Is being a part of the United States really in New Englands best interests. Maybe it is not too late to seek a new path.;;;;;;;;;;;;;x;;;;
EVTOPT94130A;It would never survive alone!;;;;;;;;;;;;;x;;;;
EVTOPT94130B;It might thrive...;;;;;;;;;;;;;x;;;;
EVTOPT94130C;Only with strong leadership.;;;;;;;;;;;;;x;;;;
EVTNAME94131;Carnacki the Ghost Finder;;;;;;;;;;;;;x;;;;
EVTDESC94131;Carnacki, the self proclaimed 'Ghost Finder' is entertaining guests in London with tales of his encounters with the Supernatural!;;;;;;;;;;;;;x;;;;
EVTDESC94131_NEWS_LONG;Carnacki, the self proclaimed 'Ghost Finder' is entertaining guests in London with tales of his encounters with the Supernatural!;;;;;;;;;;;;;x;;;;
EVTDESC94131_NEWS_MEDIUM;Carnacki, the self proclaimed 'Ghost Finder' is entertaining guests in London with tales of his encounters with the Supernatural!;;;;;;;;;;;;;x;;;;
EVTDESC94131_NEWS_SHORT;Carnacki, the self proclaimed 'Ghost Finder' is entertaining guests in London with tales of his encounters with the Supernatural!;;;;;;;;;;;;;x;;;;
EVTOPT94131A;A Dinner Party? how interesting!;;;;;;;;;;;;;x;;;;
EVTNAME94132;Carnacki Requests Exile;;;;;;;;;;;;;x;;;;
EVTDESC94132;Carnacki, the Ghost Finder fears for his life in the cultist ridden streets of London. He is requesting our protection so that he may continue his 'research' into the creatures of the 'Outer World'.;;;;;;;;;;;;;x;;;;
EVTOPT94132A;Exile? Of course!;;;;;;;;;;;;;x;;;;
EVTOPT94132B;No Room for a Charlatan!;;;;;;;;;;;;;x;;;;
EVTNAME94133;An Electric What?;;;;;;;;;;;;;x;;;;
EVTDESC94133;Carnacki has requested our help (also know as funds!) to assist in his development of something which he is calling an 'Electric Pentagram'!;;;;;;;;;;;;;x;;;;
EVTOPT94133A;Just give him the money!;;;;;;;;;;;;;x;;;;
EVTOPT94133B;He's just making it up!;;;;;;;;;;;;;x;;;;
EVTNAME94134;An Electrify Event!;;;;;;;;;;;;;x;;;;
EVTDESC94134;Carnacki claims they has suceeded!\n\nHe has a working prototype of his 'Electric Pentagram' that uses vacuum tubes to create a circle of 'protective colours' and has shown it use by entraping and then dispelling some nebulous entity called 'The Hog' that he summoned within it!;;;;;;;;;;;;;x;;;;
EVTOPT94134A;Most Interesting!;;;;;;;;;;;;;x;;;;
EVTOPT94134B;Stage Magicians do similar!;;;;;;;;;;;;;x;;;;
EVTNAME94135;Death of Carnacki;;;;;;;;;;;;;x;;;;
EVTDESC94135;Carnacki, the self proclaimed 'Ghost Finder' has been found dead from a single stab wound to the back.\n\nThe incident at his private quarters is being investigated by police to determine how the assailant could get into a barred room.;;;;;;;;;;;;;x;;;;
EVTOPT94135A;Must have annoyed someone!;;;;;;;;;;;;;x;;;;
EVTDESC94135_NEWS_LONG;Carnacki, the self proclaimed 'Ghost Finder' has been found dead from a single stab wound to the back. The incident at his private quarters is being investigated by police to determine how the assailant could get into a barred room.;;;;;;;;;;;;;x;;;;
EVTDESC94135_NEWS_MEDIUM;Carnacki, the self proclaimed 'Ghost Finder' has been found dead at his private quarters from a single stab wound to the back.;;;;;;;;;;;;;x;;;;
EVTDESC94135_NEWS_SHORT;Carnacki, the self proclaimed 'Ghost Finder' has been found dead from a single stab wound to the back.;;;;;;;;;;;;;x;;;;
EVTNAME94136;The House on the Borderlands;;;;;;;;;;;;;x;;;;
EVTDESC94136;Mysterious disappearences at house in Galway, Ireland. Tales of Pig-Faced people abducting the inhabitants. Only a diary remains to identify the victims.;;;;;;;;;;;;;x;;;;
EVTDESC94136_NEWS_LONG;Mysterious disappearences at house in Galway Ireland. Tales of Pig-Faced people abducting the inhabitants. Only a diary remains to identify the victims.;;;;;;;;;;;;;x;;;;
EVTDESC94136_NEWS_MEDIUM;Mysterious disappearence at house in Ireland. Tales of Pig-Faced people abducting the inhabitants. Only a diary remains to identify the victims.;;;;;;;;;;;;;x;;;;
EVTDESC94136_NEWS_SHORT;Mysterious disappearence at house in Ireland.;;;;;;;;;;;;;x;;;;
EVTOPT94136A;Pig Men?!, In our country?;;;;;;;;;;;;;x;;;;
EVTNAME94140;Appeal for reinstatement;;;;;;;;;;;;;x;;;;
EVTDESC94140;A young doctor by the name of Herbert West has made a direct appeal to us after his superior, Dr Allan Halsey, at the Miskatonic University Medical School has barred him from the institute after claims of grave robbery!\n\nWest has explained that fresh cadavers are essential for the success of his research, which may eventually lead to immortality! There is also the matter of a number of books not being returned to the world renowned Miskatonic Library.;;;;;;;;;;;;;x;;;;
EVTOPT94140A;This research must continue!;;;;;;;;;;;;;x;;;;
EVTOPT94140B;The correct decision was made.;;;;;;;;;;;;;x;;;;
EVTNAME94141;Plague in Arkham;;;;;;;;;;;;;x;;;;
EVTDESC94141;Plague in Arkham! Typhoid deaths and madness abound.\n\nDr Allan Halsey, Dean of the Miskatonic University Medical School has tragically succumed to the disease while treating other victims.\n\nTo make matters worse for the local inhabitants a lunatic went on a murderous rampage soon after, desecrating the Deans grave before killing the watchman at Christ Church Cemetery and then rampaging through the town. Thankfully they have been captured and now reside at Sefton Asylum, presumably for the rest of their natural life.;;;;;;;;;;;;;x;;;;
EVTDESC94141_NEWS_LONG;Typhoid deaths and madness abound. Dr Allan Halsey, Dean of the Miskatonic University Medical School has tragically succumbed to the disease  while treating other victims. To make matters worse for the inhabitants a lunatic went on a murderous rampage, first killing the watchman at Christ Church Cemetery. Thankfully they have been captured and now resides at Sefton Asylum.;;;;;;;;;;;;;x;;;;
EVTDESC94141_NEWS_MEDIUM;Typhoid deaths and madness abound. Dr Halsey has tragically succumbed to the disease while treating other victims. Also a lunatic went on a murderous rampage. They have been captured and now resides at Sefton Asylum..;;;;;;;;;;;;;x;;;;
EVTDESC94141_NEWS_SHORT;Typhoid deaths and madness abound. Dr Halsey has tragically succumbed to the disease  while treating other victims. Also a lunatic went on a murderous rampage. They have been captured and now resides at Sefton Asylum.;;;;;;;;;;;;;x;;;;
EVTOPT94141A;Unfortunate Events;;;;;;;;;;;;;x;;;;
EVTNAME94142; Research breakthrough;;;;;;;;;;;;;x;;;;
EVTDESC94142; Research breakthrough!\n\nIt appears that Dr West has succedeed in creating a new drug that promotes vigour and reduces tiredness in its recipient.\n\nThis could be just what our troops need!;;;;;;;;;;;;;x;;;;
EVTOPT94142A;We must back this!;;;;;;;;;;;;;x;;;;
EVTOPT94142B;Is it too late to stop him?;;;;;;;;;;;;;x;;;;
EVTNAME94143;Disappearence of Dr West;;;;;;;;;;;;;x;;;;
EVTDESC94143;Dr Herbert West, the well known medical scientist, has disappeared after a breakout from Sefton Asylum.\n\nAuthorities are suspicious of foul play after numerous unidentifed people were seen in the area preceding his presumed death.;;;;;;;;;;;;;x;;;;
EVTDESC94143_NEWS_LONG;Dr Herbert West, the well known medical scientist, has disappeared after a breakout from Sefton Asylum. Authorities are suspicious of foul play after numerous unidentifed people were seen in the area preceding his presumed death.;;;;;;;;;;;;;x;;;;
EVTDESC94143_NEWS_MEDIUM;Dr Herbert West, the well known medical scientist, has disappeared after a breakout from Sefton Asylum. Authorities are suspicious of foul play.;;;;;;;;;;;;;x;;;;
EVTDESC94143_NEWS_SHORT;Dr Herbert West, the well known medical scientist, has disappeared after a breakout from Sefton Asylum. Authorities are suspicious of foul play.;;;;;;;;;;;;;x;;;;
EVTOPT94143A;Gone to a better place?;;;;;;;;;;;;;x;;;;
EVTNAME94150;Fall of Rome;;;;;;;;;;;;;x;;;;
EVTDESC94150;The Vatican has fallen into the hands of the Cultists. The Vicar of Rome murdered, the Holy See plundered.;;;;;;;;;;;;;x;;;;
EVTDESC94150_NEWS_LONG;The Vatican has fallen into the hands of the Cultists. The Vicar of Rome murdered, the Holy See plundered, the Church driven out, Relics destroyed.;;;;;;;;;;;;;x;;;;
EVTDESC94150_NEWS_MEDIUM;The Vatican has fallen into the hands of the Cultists. The Vicar of Rome murdered, the Holy See plundered, the Church driven out.;;;;;;;;;;;;;x;;;;
EVTDESC94150_NEWS_SHORT;The Vatican has fallen into the hands of the Cultists. The Vicar of Rome murdered, the Holy See plundered.;;;;;;;;;;;;;x;;;;
EVTOPT94150A;What will they do next?;;;;;;;;;;;;;x;;;;
EVTNAME94151;Fall of Jerusalem;;;;;;;;;;;;;x;;;;
EVTDESC94151;Jerusalem has fallen into the hands of the Cultists. Holy sites desecrated and plundered. The Priests of the Abrahamic religions driven out and sacred Relics destroyed.;;;;;;;;;;;;;x;;;;
EVTDESC94151_NEWS_LONG;Jerusalem has fallen into the hands of the Cultists. Holy sites desecrated and plundered, the Priests of the Abrahamic religions driven out, Relics destroyed.;;;;;;;;;;;;;x;;;;
EVTDESC94151_NEWS_MEDIUM;Jerusalem has fallen into the hands of the Cultists. Holy sites desecrated and plundered, the Priests driven out.;;;;;;;;;;;;;x;;;;
EVTDESC94151_NEWS_SHORT;Jerusalem has fallen into the hands of the Cultists. Holy sites desecrated and plundered.;;;;;;;;;;;;;x;;;;
EVTOPT94151A;What will they do next?;;;;;;;;;;;;;x;;;;
EVTNAME94152;Fall of Mecca;;;;;;;;;;;;;x;;;;
EVTDESC94152;Mecca has fallen into the hands of the Cultists. Holy sites desecrated and plundered.;;;;;;;;;;;;;x;;;;
EVTDESC94152_NEWS_LONG;Mecca has fallen into the hands of the Cultists. Holy sites desecrated and plundered, the Priests driven out, Relics destroyed.;;;;;;;;;;;;;x;;;;
EVTDESC94152_NEWS_MEDIUM;Mecca has fallen into the hands of the Cultists. Holy sites desecrated and plundered, the Priests driven out.;;;;;;;;;;;;;x;;;;
EVTDESC94152_NEWS_SHORT;Mecca has fallen into the hands of the Cultists. Holy sites desecrated and plundered.;;;;;;;;;;;;;x;;;;
EVTOPT94152A;What will they do next?;;;;;;;;;;;;;x;;;;
